subject,trigger_foot,direction,perturbation,cadence,R_square,SS_residual,SS_total,SS_difference,foot_placement_ml_by_com_50_slope_1,foot_placement_ml_by_com_50_slope_2,foot_placement_ml_by_com_50_slope_3,foot_placement_ml_by_com_50_slope_4,cadence_actual
CAD04,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.943402384396819,0.0032492860720315,0.0574102996637347,0.0541610135917032,2.34139770032592,0.492369588956337,0.224527969399178,0.0142662665021373,108.913073814163
CAD04,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.818987612004826,0.00804349035957067,0.0444361319612285,0.0363926416016579,2.81155575774991,0.390090393388481,-0.00311952927801775,0.0650121510181063,84.5510126138892
CAD05,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.939342369503032,0.00249703560266049,0.0411660591124692,0.0386690235098087,1.60721881476988,0.381144899785514,0.466279984020852,-0.0237162150325857,116.406362679172
CAD05,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.757596346372786,0.0058539955966666,0.0241497828480312,0.0182957872513646,2.64280705888894,0.407227873996244,0.107740040098987,-0.0249259971089138,87.6033324251996
CAD05,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.895392603296408,0.00499898721105991,0.0477880854374443,0.0427890982263844,2.20235894634635,0.486156175380637,0.213021293174061,-0.0986592492588825,114.405035202283
CAD05,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,80BPM,0.650874636260167,0.00862164814460346,0.0246949922292907,0.0160733440846872,2.58836202076239,0.0776674311939149,0.0986928066032987,0.167928271799969,90.1698629800595
CAD05,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,110BPM,0.941442226818624,0.00442743448448369,0.0756079721605915,0.0711805376761078,2.08483269668259,0.590126147884559,0.387644920721509,0.0346950013154773,112.876717920565
CAD05,TRIGGER_RIGHT,STIM_NONE,STIM_NONE,80BPM,0.791965813444294,0.00609991059105034,0.0293216739615869,0.0232217633705365,2.33526756671563,0.437813072348462,0.0850348436801177,0.0397181600172305,84.4956352376801
CAD05,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,110BPM,0.922245822694465,0.00311517119871632,0.0400643580405364,0.0369491868418201,2.31078578736571,0.609881608358513,0.380525453901259,-0.0125270140674189,109.907213703176
CAD05,TRIGGER_RIGHT,STIM_TOWARDS,STIM_RIGHT,80BPM,0.791629423437401,0.0120135483808994,0.0576547254371602,0.0456411770562608,3.57987498566551,0.795996881656272,0.695196612221989,0.154977295139172,88.5655446773938
CAD06,TRIGGER_LEFT,STIM_NONE,STIM_NONE,110BPM,0.955223070634929,0.00363603282863428,0.0812032642745406,0.0775672314459064,2.71969238794852,0.541355307244494,0.0237275285519001,0.0709383604410944,109.97822478452
CAD06,TRIGGER_LEFT,STIM_NONE,STIM_NONE,80BPM,0.916587338660017,0.0047545500295713,0.0570003396749587,0.0522457896453874,3.44927043465398,0.502955659660403,-0.500042232777578,-0.070184772601098,81.0722040809879
CAD06,TRIGGER_LEFT,STIM_TOWARDS,STIM_LEFT,110BPM,0.89183783436111,0.00710892380956,0.0657246807843494,0.0586157569747894,3.33999047543567,0.577207595122802,0.11720486667991,-0.115199477754554,110.325650898605
